Game Number,Player 1 Total Score,Player 1 Moves,Player 2 Total Score,Player 2 Moves,Winner
244,241,DOCENT; AA; CAA; BEDAD; EE; EE; DEE; GAE; FERES; EF; KIBE; ENE; NINE; INN; OLM; OO; BASS; TON; THAE; SUQ; LUX; AS; AR; NINER,201,RES; CARTA; AN; YER; DEAN; DEB; EGG; KEF; HIKE; HAE; KELL; ME; JA; NO; IN; PO; POMS; NOT; NOO; ROM; ST; PED; EW,Player1
245,137,DAE; NAE; RACA; DAAL; GED; BEDE; DEE; EH; HE; EEL; EF; AIN; MEH; HEN; GOE; MOP; NOR; SI; ST; UNS; HENT,157,AI; LA; BAR; GENA; BECK; EE; FEE; GI; EEK; LIE; IN; EM; KINK; NO; ONO; MON; NON; ST; EFTS; UT; TRY,Player2
246,238,COZ; AJIVA; AA; CUB; DEE; NED; FEE; FEED; KEB; ELL; EM; EN; UN; OH; DEN; PONG; HI; ST; TI; SUR; JUN; PONGS; SWY,164,DO; NA; DA; EVADE; EKE; EE; EGG; FIE; KEEL; EEN; EN; MIM; NO; ONO; NIP; MONO; ENS; HIT; CUBER; MOR; ST; WHIT; UN,Player1
247,201,VAR; AA; RACA; ALE; RE; DAE; FEE; DIE; ID; EECH; REH; EF; MALE; MI; ON; GON; ADS; OS; SON; FENT; MUSK; TWP; UT; LOX,236,VEND; AA; BOG; WEEDED; EE; DEE; NEE; EE; GIG; KILL; EN; ANN; NEEM; NO; NOOK; DEN; DIES; BRR; GONS; NON; STURT; ONY; ST; PST,Player2
248,210,ANE; ABA; DADA; EE; HE; DE; BACHED; IF; GED; MILLE; NE; EAN; NO; POI; NAE; DORR; ST; IT; UN; MUS; DOPY; NY,178,FETS; BACCA; DEES; EE; EE; DE; EGGED; EEK; ILK; JIN; MO; NEON; NO; DO; PREE; MILLERS; NORKS; TE; ON; UN; ST,Player1
249,216,UN; EAT; ADZ; ABBE; DEEDS; EE; FEE; HE; HI; DIF; MEAT; FEEN; EEL; MO; MON; PORN; SODA; UP; GUN; SLEB; STY; ACER,171,ANTARS; ABB; AA; DEED; EE; ACE; EE; TAGGEE; KI; HECK; KIN; ELM; NON; OON; PO; HIS; HIST; EAN; TON; JUS; ROON; WHIST,Player1
250,202,TEER; AA; BAN; ECAD; DEE; AE; OE; JEE; KIKE; LEG; DEN; MAE; KIN; GON; ONO; MM; MORN; DEER; ELS; PUTS; DRAG; EAR,195,TIE; GOAT; ACED; EA; DEE; FEEB; EF; GHI; EIK; NE; NEF; EL; DEEN; KO; DECAD; AAH; ENOLS; JEELS; ST; UN; NY; PETIT,Player1
251,197,HI; DADA; FA; AGED; NEE; EBB; EE; AE; KEG; LI; MIM; INN; KENO; OON; NOMEN; GEEP; ER; ALFS; OONTS; FALLS; RAGED; TUT; TRY,211,GIE; NONA; GED; EA; DECADE; EE; GEE; GEEK; FALL; KEN; EN; NOME; ON; MO; PI; PIS; DECADES; SH; RIM; TUSH; ST; JNANA; UR,Player2
252,178,AND; NAE; CADE; ED; BEE; CEDE; EA; ICE; GEE; IGG; LA; JOE; EDH; NOM; PO; NOG; NOMS; IGGS; AHS; NET; UT; PUTS; UR,196,ENEW; AA; DRAB; EEN; DEED; EF; HEED; IO; KIEF; LIKE; LI; BEEN; NO; MOON; ION; BEER; LAR; SNOG; ST; UTS; CHIT; NY,Player2
253,210,META; BAA; AKE; DADA; EE; AD; EE; FEG; EH; ID; LAD; CEE; MI; YEN; NE; NON; POP; CRU; HIS; NOS; ST; NURRS; HOT; CRUX; ADZ,199,DEBT; AD; BAC; DEN; EKE; EE; DEE; EGG; FEE; LIE; HI; METAL; EN; INN; OON; OO; REAK; NO; HISS; FEERS; ME; GU; GUV; ST; BALK,Player1
254,208,EHS; NAVE; CABAS; FE; EE; DEEDED; CEE; CHI; ELK; FEHS; IGG; EL; ANN; BO; MON; MONO; PORN; ALANT; LUR; NGWEE; IDS; ZO; VUM,223,NITE; ALAN; ADD; DAE; NEE; EE; EE; AJI; EE; CIEL; EEVN; ELMEN; EN; KON; PO; KNOP; CHIASMS; MONOS; TUT; LURRY; XI; TRY,Player2
255,170,EWEST; AA; AB; MAA; DEFER; BEE; DEE; DEI; GI; HEME; GED; KNEE; EEN; DEEN; LA; ON; NOON; KNEE; OPS; ABAS; ST; KOR; NUR,192,ER; SED; CACA; EE; TEMED; EE; DI; CIG; DE; KHI; EF; IN; INK; NEF; NE; LOO; OP; PERE; GRR; ET; CIGS; UN; STY,Player2
256,202,ONY; AD; BEL; DADA; AE; EWE; NEE; EE; AI; GIE; GAE; EMIC; IN; DEN; JOL; MOKO; PO; PECH; GON; SIP; MIKES; BELS; NUR,181,EL; ETH; CAD; BADE; JEE; TEED; EE; FAE; EH; CEE; AE; MIKE; BEN; NE; NEG; FEH; NO; OR; GONK; JEELS; ST; GNU; NU,Player1
257,192,BET; AALS; AX; ADDED; EE; EE; AGEE; GEE; HI; HIC; EE; EEN; KEEN; MON; OI; LOP; ER; SNEE; THIN; SOM; JUT; WYN,194,BOWNES; CAB; FA; DE; CEDE; DADDED; EE; EE; EEK; FILK; NONG; IN; HIN; EEN; ONO; MORN; SO; SEE; ST; MUN; UN; GEEZ,Player2
258,168,JUN; AALS; ALBA; AD; EDS; DEE; ECCE; EE; FEE; GI; EH; LI; BIMA; EM; NE; LIN; JO; NON; RIN; SH; PRONE,128,TOWT; AA; GUT; ODAS; AD; DE; EE; EE; HE; EF; GETAS; MA; KI; IN; KNEE; ONE; NOO; OR; IN; RONE; GUTS,Player1
259,158,NEEP; RANA; ADO; EA; ED; CEE; FE; GENA; EE; BEE; CID; DEN; NON; GOOL; OS; ERAS; TAE; DENS; NOT; REF; RAPED; TRY; INK,207,REB; AJAR; ALEF; DE; BODE; NEED; GEE; GHI; KIEKIE; KIN; HMM; ME; NO; EEL; EAN; SEAN; IN; DENT; UT; SUP; BY; NEFS,Player2
260,181,ACETA; ZOA; DAD; ED; EA; DEEN; FE; AH; BAE; EEK; ELK; FE; EN; INN; OHO; PO; GIRN; LENS; AT; TEN; SUS; XIS; LIES; KY,173,MEN; NOB; BEDAD; EE; NEE; TEAED; DEF; EGAD; GI; LIE; EM; ELM; FEN; KINK; CON; EN; OR; RIG; FES; JUT; WE; TRIG; PWN,Player1
261,203,IFS; AA; POA; DAD; ECCE; GEED; EE; DIE; HE; JEE; KEEL; MM; INDIE; NE; KO; ON; FOG; SOBAS; HER; ST,141,SOWENS; AA; DA; EE; DEEN; EE; BAS; GEE; KI; OK; LEAN; ELM; HEM; IN; NO; NEP; PRO; INDIES; BON; INS,Player1
262,181,BEE; EA; NA; BA; WADED; EE; EE; DEAVE; DEE; HIE; HI; MM; GAN; KI; NGANA; EL; NO; NOON; RES; OR; REH; NON; ENS; NU; ANT; NU; ST,262,KYE; AW; ATS; DAK; ED; EDGED; ZEE; EF; CEE; FIEF; IF; ZEL; AN; DEEM; EN; OK; JO; COD; NO; BEES; ZELS; NON; JOT; TUP; HEMP; NURS; XU,Player2
263,208,NTH; ANA; BLAB; NA; CEDED; DEED; DEF; GHI; EEK; EL; ME; QI; KON; MOON; OP; ELMS; ER; OPT; URNS; SPA; UN; NAFF,168,NIE; PA; ACCA; EIDE; EE; EE; GEED; EKE; IMP; IN; ELM; NOO; MOO; JO; JEE; INGS; SAR; ST; TURN; TRY; TURNT,Player1
264,204,WE; AM; EBB; ALAND; DAE; REEDE; FEED; GEE; EGG; KLIK; IN; NINE; NO; JOOK; REE; PO; ES; NO; MEDS; UNS; POWN; TREE; RAN,193,DEER; ALA; AA; CEL; EE; EME; ZED; CHID; FAKE; MED; EAN; AM; NON; HM; FIR; OS; OS; POTT; TIN; UN; POS; TYPOS; FIRK,Player1
265,210,ASH; AA; CAD; DEAD; EE; EA; FEEB; FEG; GIO; LEK; LIMBA; MENED; GINN; FEEN; NON; ERN; EAS; NOO; ST; NOR; TURN; GU; EAST; NY,172,KNOP; CAB; BA; REDD; JEED; EA; EE; FEE; FE; GI; LEA; MI; NIE; OO; NO; NO; SEE; SEEL; CHAMP; TUT; SEER; EDH; GUV,Player1
266,213,TUI; EA; CAA; DAFT; OE; CEE; ED; AGEE; EE; EDH; MIL; NIDE; ZEN; NED; ON; JEE; PREM; KON; EEN; PTUI; STUN; US; DEV; WELS; WUS,186,TEE; AAL; ABB; ED; DECADE; EE; GEE; GI; ZE; LIKE; HM; EN; MNA; NO; NOO; REM; NONI; ELS; STEEL; ER; ST; KY; ET; NOX,Player1
267,201,HAREM; AA; BAA; DAK; BEE; DEE; FEE; GEE; GI; CELLED; MI; NINJA; GI; NON; ON; LIP; GIS; PRE; SAE; REM; UN; NUN,148,EE; BOS; KA; JEE; EE; EE; DE; EIDE; JA; HM; IN; GIN; COD; DOOK; RE; ERR; ST; ST; UT; FUR; NY,Player1
268,185,NEP; DACHA; ZED; TEADE; DEAD; EE; PEE; GEED; ILK; LI; DEN; NAE; MO; NO; ON; ON; PEES; OBES; MEE; NU; GUT; OR; TRY,171,TATIES; ABBA; NE; EE; EE; EFFACE; HIE; GI; LAM; IN; NE; KID; NOO; NO; OR; ES; OR; ASP; MOG; UT; AX; TA,Player1
269,186,MAE; KAAMA; DADO; CEDE; EEEW; FE; GEE; EHED; HI; ELK; FEN; BANC; NEB; PI; DANG; SHE; EL; ST; US; UN; STY; WELK,200,RETE; BO; BAWR; DE; AE; DE; GED; AE; FE; MIC; DEFINE; ENLINK; OON; ROON; SI; PINS; ELT; PA; UT; QIN; GEEZ,Player2
270,192,TO; ENE; ABBA; ODDER; DE; OE; EE; AGEE; DEI; JEFF; KILN; NE; AEON; BINK; NON; EANS; ESS; THAE; UT; TWP; KO; RUT,215,HAE; IDE; CODA; EA; CEE; EFF; AE; JIB; GEL; OH; MENG; NE; EM; LONG; BINKS; DAM; ES; POH; URN; NY; NET; WYN,Player2
271,187,CEE; AAHS; NAB; ICKS; DEBES; DEED; EE; FIEF; LIKE; LENG; NEE; NON; KO; NOH; OP; SMEE; TI; ST; UN; NYS; AL; IN,220,RISE; ARISE; TAK; KADE; EEN; WAE; EGG; HEED; BAM; LIN; NO; ONO; MEE; WOP; LINS; DIM; ORT; UTU; TUX; JUN; ZEA,Player2
272,175,TEAKS; AUA; AA; AE; ED; DEED; CEE; EA; HEED; KI; EEL; EM; ELF; NEF; ON; JO; ROON; CABS; JOSS; SH; MIXT,177,SNUB; ANA; END; CEDE; PEEK; BEE; GEAT; EF; BEG; LIE; EM; MINK; IN; MIX; NO; NOON; MOR; PE; ST; NU,Player2
273,197,GLEN; LA; CAA; LAD; DA; DEARED; AE; CEE; EGGED; IF; TI; DEME; LINN; IN; NOM; NOON; REH; RE; MES; TSK; IN; NY; TO,181,ER; AE; ABB; DEN; BED; VEND; EE; EE; TEF; EH; LACK; HEH; ME; NOIL; KO; KON; ES; SO; ST; JUST; UT; PIN,Player1
274,216,OE; RODE; ABBA; JADED; DEE; BEE; FEE; GHI; KEG; LIG; KAWA; NE; LI; MOCK; REAN; GHIS; DADOS; KAWAS; ST; URN; STUN; NUN,157,MONO; AWA; BARDED; EE; RE; AE; FEG; IF; FEE; HIC; INN; NIL; NON; LIN; INNS; PE; MONOS; ST; MM; UP; NY,Player1
275,179,JEE; VAE; BABAS; DOE; DEE; EGAD; KEG; EE; IN; EN; AL; NED; NOM; OOF; NOO; ER; BIS; KNEES; HIP; HIPT; NU; NUG; CHUM; JEEZ; UR,213,AKEE; VALIS; AIDA; SECEDED; FEE; FEE; ELHI; DEEM; INN; NEE; KNEE; NEE; DEN; NO; DOER; OR; NOS; ORT; TE; NA; UM; HUM; PO; LEZ; KY,Player2
276,176,EME; AA; ACCA; EA; ODE; DEEV; FEE; HE; AHED; JIBE; FEE; MEME; MI; NOLO; EN; ON; QI; SRI; RIGG; ST; TURN; ROK; NURS,211,WAKE; MNA; ALB; TEC; DEED; BEE; GEE; IGG; CLEIK; INN; NE; KO; MOO; FEEN; PO; NON; DEEVS; EFS; ST; URN; PUL; KY,Player2
277,218,LES; ETA; ABACK; DEED; GEED; BEE; CHEEK; IDE; GI; EIK; NE; NEE; NAN; OO; JINK; ROOP; JINKS; TO; MID; UP; NU; ROOPY,180,OSE; SAE; AD; CAA; DEBE; NA; EE; JEFE; FE; MM; ELL; GIN; HOG; ON; OOP; ES; LESS; IN; TRUNK; TUP; NU,Player1
278,204,OD; JAKER; CADE; AD; EE; CADEE; DEEVE; CEE; FE; EIK; LICK; GEE; NE; NON; EIKON; OON; GORS; MAA; MILTS; NU; OUR; ADS; STY,170,RANEES; AA; AD; DAB; EE; DEEV; BEG; EE; EF; GIE; MIHI; HM; LI; ONNED; NO; EEN; ROON; ST; ST; UP; XU; OURN; PST,Player1
279,147,NA; NA; KEA; DAN; NEE; EVE; EE; DE; GED; HIE; EL; MM; JEER; EL; MON; ON; NO; PRO; ST; ST; CUP; PROB,202,WEN; AIN; AREA; ED; CEDED; BEG; FEE; FIEF; EF; DEG; GLIM; HI; NEF; KONK; NOON; ONO; PSI; ERRS; PST; ST; TRY,Player2
280,210,PATE; HAE; AUA; DAB; BEE; DEED; EGG; FE; CEE; EEL; INN; IN; MOO; QI; GO; ERS; PST; WINN; JEES; NEED; MOOT; EAR,183,EN; AW; DURAL; JEE; DEER; FEE; ECHE; KIKE; ME; LINN; NAP; CONN; DOOM; NON; PRE; ST; ES; ERST; NY; ZO; UR,Player1
281,236,DAW; ZA; AA; ACCEDE; EEW; BEE; VEE; GEE; HI; FIL; MEL; ILK; MM; LO; HON; NON; JO; VIGS; IS; FENT; ONER; UG; YUG; REAN; ACCEDER,159,EE; ABAS; DO; DOD; DE; EE; GEE; FE; VIG; EL; LINK; NENE; EAN; ONE; BINK; PRE; ESS; ST; ON; LOT; EN; URN; TURN; VAE,Player1
282,173,NOM; AR; LAGAN; ADDENDA; EA; BEE; BEG; FEG; DIKE; ME; GIN; IN; OP; MOR; SKI; ST; ST; HON; SKY,178,ENE; SAND; BACCA; EE; EE; FEER; IDEE; JEE; JILL; HEN; ON; NON; NEE; ORS; APT; HUT; TUT; JORS,Player2
283,185,YEN; ANE; ARABA; DADA; CEDE; DEE; FEN; CHE; DEE; ID; EE; KID; ELM; GINN; NAE; NO; REEK; GONS; EST; TUT; EST; TAE,195,REN; LA; AHS; EE; BED; EE; CIG; FE; EEK; EL; MM; GIN; MI; NON; KO; NO; NOR; ES; PAHS; SPURT; ESTS; NOW,Player2
284,208,GRR; ERA; ABBA; DADS; DEE; EE; EXED; TEF; FIE; WEEKE; MIL; NIM; LEE; IN; LO; NON; POOR; AAS; ST; POS; UT; ET,177,EAN; ANN; AA; GAD; ACE; WEE; CETE; DE; NIE; EH; EGG; EN; KI; HONK; KON; POO; DEEMS; OS; POORT; UR; MUT; KY,Player1
285,222,NELSON; AA; CAB; NADA; DEED; AJEE; EEL; FEH; FE; CLIME; IN; ON; PION; ER; SRI; QI; EST; RUN; THY; ST,170,ALKO; ABB; CWM; EE; NEE; JEED; AG; MEG; DEKE; GINK; OO; NOO; NOR; ES; GEDS; TEN; DUN; RUNTS; WE; ZED,Player1
286,209,IF; CALF; BLAE; DADA; EA; WEED; EE; EN; AE; KITE; BIGG; EEN; IN; NOM; ON; OE; KNEED; KIFS; ONS; TRONS; ST; UR; TEE; PUR; XU,209,KIT; EAT; CACA; ADZED; NEB; EE; REF; EE; EH; MILK; EN; NEED; NE; NOO; PONG; GRR; NEBS; ENS; HO; TEN; UMS; NY; RUMS; JA,Draw
287,212,MED; JAFA; AA; OE; EECH; BEEBEE; EGG; HIKE; ILL; FILL; EN; JOL; ION; NOONS; PO; POT; ST; TWEE; GU; KEECH; CEDER,189,AD; MANA; ODD; CEDE; EE; WEE; BE; KUE; MINE; ING; INN; NOON; PRORE; EDS; EMS; REE; SUNS; TWP; REN; NY; ST,Player1
288,233,PE; AJAR; AR; RECCY; JEEPED; PEED; BEEN; EDGE; ENG; EKED; GIMMIE; NE; EM; NINON; OO; ONO; SMA; ST; RIFT; NUT; STRIFT; REM; EDGER,175,BEARE; BAA; PED; DAY; ZE; EE; FED; EE; HAKE; ILK; MA; EEN; EL; HOA; NEE; IF; RIF; DEET; ST; SUNN; BELT; AAL; NEW,Player1
289,160,REO; AD; ABEAR; DA; VIDE; EE; FED; CH; AGE; KA; EF; EN; AGEN; LOAD; PHON; OS; SO; JUS; DAWT; ZEE,225,ELTS; WAT; BACCAS; DEEVE; EE; EE; GEE; GIE; BIKKIE; MNAS; NEMN; EEN; ONE; MONG; NONE; BIKKIES; SORT; DAUT; RONE; ADZ,Player2
290,213,TE; ATMAN; KABAB; AH; ED; ED; DEEDED; EE; GED; EL; EIDE; NAE; ME; KEN; ON; GOON; NONG; ICER; PRO; NONGS; ET; HUT; ETAS; LATEN; PIN; AERY,221,AM; NA; LA; ALA; OW; EE; EKE; JEFE; DIE; ICE; HE; ILL; IN; IN; OK; NOO; NON; GRR; EF; TEA; SUQ; SHE; EEN; SET; EW,Player2
291,166,NAN; ALAPA; CAD; EE; DEE; EBB; PEECE; ED; GEE; HI; GI; ME; GEE; NO; NO; MOOL; GEES; SKEP; ORT; TEA; NU; JUN; WUS,231,PE; NA; AVE; DEE; CADE; DEE; EWKED; FIFE; HIKE; KI; NIL; MEN; NON; MOO; OR; NON; KEP; PEECES; ST; ES; MU; TRY,Player2
292,186,OBE; LA; AA; AIDA; TAR; EE; DE; BEE; HE; GEE; KIKE; DEN; AE; DIM; INN; DEN; GO; OON; NON; OMS; BEEFS; GRRL; JUKU; NY,189,PET; AA; CAF; DROP; VET; WE; DEE; BEEF; DAE; GIE; MI; BELL; MIL; CH; AN; NO; ONO; HERN; JINN; BELLS; NOON; THE; ST,Player2
293,193,NTH; ANNAT; UR; ABB; CEDE; REE; EEK; FEES; CIG; LEA; MM; NINTH; KI; NO; NON; GOR; ST; EEK; NOW; STUN; PI,182,HURDS; AAS; AA; SEAN; REDDEN; DEE; EE; EF; EE; LIG; JEE; HM; DOON; NO; OP; HOORS; ELT; ST; NON; NY; JEEZ,Player1
294,153,MERL; MA; WAWA; ADDED; ATE; EE; EH; GIB; FIG; ME; ANN; AN; OB; NO; KON; OS; NOR; GILTS; NUN; TE; TENS; NOON; PEH,230,FEWER; NABE; AE; ACCEDE; DE; EA; HEED; JEW; MIL; GI; INN; NOO; COGON; ON; PREE; JEDI; NABES; TATE; PUR; KY; WAWAS; XU; INNS,Player2
295,178,AT; HARE; CABOB; DEE; CEDE; EE; GEE; JEE; EME; ME; NA; NE; EL; NORK; ESS; IT; GNUS; SEME; TA; GEEZ,180,OKA; GAP; ADD; DE; EEK; EFFED; HIC; LIEF; AMIN; DEN; NILL; ONE; ONO; EN; NAPS; RORE; GRR; TUN; DENT; NY,Player2
296,195,LICHT; LANA; ABBA; DAD; AE; EA; EE; EE; EE; CUKE; MIME; NE; INN; NEE; NO; LO; EAN; ON; PO; DIN; DINT; IT; TUT; WRIT; NERKS; EMS,211,DI; ARF; AR; AH; CEE; AREDE; DEE; GEAT; JIG; EGG; IF; NEEM; EM; MIMEO; NEEM; ONO; NERK; OS; SON; JO; UT; UPS; YEGG; ROO; XU,Player2
297,187,TANE; NANA; ABACA; CEDED; EE; EE; FEE; GHI; ED; LEE; INN; KON; GOOK; MOP; INS; SO; TIN; RUINS; SIX; SOS; EEW; TE,176,END; MA; SPEND; EE; DEN; FEE; DEB; JIGGED; LILLED; HAE; ME; IN; NOO; EN; NOM; ST; SUR; FAR; TRY; WINN; EEK,Player1
298,194,EAR; EATER; AA; RECEDE; ABCEE; EE; EF; EF; JEE; MI; NE; HEN; JINN; HM; NONE; LEEP; NOH; AAS; ONS; ORT; NYS; XU,168,RIEL; BAA; DA; BEAD; EE; EEL; GED; GID; PIKI; INN; EN; KEEL; NEATER; NON; BO; MON; ORGS; ST; UT; SONS; UN,Player1
299,209,SAR; AY; ET; CLEAR; EE; ACED; EF; EE; GIE; JIG; HIM; INN; NEG; NEE; NEE; OO; GIEN; KOR; SEAS; TET; TOO; TERN; SUQ; AW,203,SADS; DAWED; ADDY; DE; DEE; EBB; EEL; EE; GIGHE; EL; FACED; NEMN; MNA; NO; KO; KON; NO; SNEE; TE; OP; UT; HIMS; NORK; TUN,Player1
300,207,VENEER; AA; BA; AA; ACED; EE; EE; DEF; HAE; EF; ILL; MILL; KIN; KON; HM; ON; NOO; PRO; SON; SONS; PST; ST; UT; PUT,186,ON; GNAW; KNOW; AB; CAA; DEED; GEE; GED; EE; LIEF; MEE; KI; NIM; GIN; OGEE; OO; NOO; MIR; HAES; ST; ST; US; UR; NUS,Player1
301,158,RECK; RAP; DA; CARAP; EA; BE; EE; EF; TEC; GIF; HAE; NEE; EEN; MM; KO; LO; INN; DADAS; MOOLS; ST; NU; NUN; NUT,163,KENO; SNAB; DADA; DE; IDEAED; EE; AGEE; HE; EEK; LI; GI; IN; HAEN; NINON; MOO; KOP; RAGEE; REO; EDS; URN; ST; STY; UT,Player2
302,186,HUN; AGA; BAC; DE; DEED; BE; FEE; EE; EEK; CILL; NIMMED; FEEN; ON; PO; NON; PADS; EEN; NONG; OONTS; QI; TIT; DANK,166,EPEE; AA; DAN; DAE; AUE; FEE; GHEE; IF; LI; MOC; NIE; OO; OON; MEN; RED; KROON; ONS; SEE; EPEES; IT; MENT,Player1
303,181,LEV; CANE; ABACA; HAE; DEBE; EE; EH; EF; GIE; LEK; AG; ELM; KNAG; MI; NO; EN; ON; GIES; REN; NAG; GU; WO; RENT,167,CHA; OPAH; ED; DEB; DAE; DE; FED; EE; JIG; AG; MI; EN; LINE; MOON; NA; NO; ORS; JIGS; OPS; ST; UR; TWO; WE,Player1
304,156,DENARS; AA; BAKE; DEAD; ECCE; EE; DEF; AGEE; AGEE; ILL; LI; INN; NOO; OM; NO; PST; ST; OU; MUT,146,DO; MAA; ARAR; EE; EHED; ED; FEY; BIG; HIKE; NEMN; EN; NON; PLONK; NEE; RES; ET; US; MAAR; EW,Player1
305,158,GIF; AA; JAUP; ADD; DEADED; EE; EKE; GEE; LEE; MEG; NE; UH; MON; KO; NOG; NON; RES; NOS; REES; CRON; JUST; REESTY,211,DEI; SHEA; EL; BAE; EE; LEX; FEEB; ICE; GEM; IN; LININ; NE; NONE; CONE; ONO; LININS; ADDS; NON; REST; JUS; REEST; WRY,Player2
306,192,SERE; MAAR; YE; ACED; EE; CEE; EE; CIGGIE; JAKE; MAD; IN; DAN; FEM; NOOK; GRR; NOOKS; RIDES; GI; US; ST; SEREST,146,SLOE; BABA; ME; ZED; DAD; ED; HE; FE; FILL; NENE; IN; NO; NOH; OE; SPA; EEN; TEEK; TOE; TUP; NU,Player1
307,179,PONE; YEN; BAA; DECADE; EE; DEE; FEE; EH; AE; ELL; KIN; MEE; NEE; NODE; NO; PO; NOG; PORKS; EAS; LIN; UN; TAHA,189,TA; AHA; TABID; EA; ED; DEE; DE; DEIF; IGG; MM; LI; CEE; ODE; KON; ON; NO; PORK; DECADES; ST; IGGS; TRUST; ST,Player2
308,167,TERNE; AA; AA; AE; EE; DEAD; EE; EH; HEIGH; EL; END; LEER; AN; NOM; NOOP; WEBS; NOTER; RE; OR; DAULTS; TA,191,SEDENT; AB; ECCE; EE; NEEDED; BE; WEB; FIG; KIKE; MIG; NEE; FED; NOTE; NOO; PO; NOMS; POS; MI; UN; TAE,Player2
309,184,EAR; AE; AA; OCHE; EE; ED; BE; EFFED; OGEE; EHED; JILL; NIM; EMO; ON; AN; NE; MIGS; UTS; NUTS; ROM; OCHER,201,AN; DANT; CAN; BEE; EE; ED; DEE; ED; EGO; EKE; MILK; INK; NINON; OM; FES; ASPS; TRON; RUN; TYNE; XU; PINK,Player2
310,199,POL; NA; BA; AJAR; JEED; EE; ED; FEE; GEE; JIG; EE; MIKE; HAE; FEN; INN; EN; MOG; NON; ON; FENKS; SH; PUSS; WADD; EEW,202,PAC; AUA; ZERO; ADD; EE; ALEE; EE; PACED; FE; EIK; EL; KI; LID; EM; KIN; KING; NOM; BON; POLERS; MOGS; ONST; UT; PUSSY,Player2
311,136,RIP; EA; BAP; DI; BAA; AE; DEE; FAE; OE; AE; HE; ME; MEG; LIN; HM; GO; NO; DEP; ON; LINNS; SNED; TA; EON; NURL,171,RIN; FAND; AIDED; EE; BAE; CEE; BEE; EE; GEED; OK; LI; ENG; NAE; LINN; CH; LO; MON; LOOR; SAE; ONS; KI; ST; ONST; UT,Player2
312,201,ATT; ATE; NAB; BET; EEL; AE; GEED; CH; AJI; EIK; NIM; INN; TEN; GONK; ONO; ON; ORF; SO; NU; CON; TENS; KNEED; NUR; PST,194,ABED; AWE; DAD; DEADEN; EE; FEED; EE; BE; GHI; MM; NEED; NE; OH; OGEED; ALF; LERP; GRRLS; NU; GONKS; ST; NET; SNY; ZA; WINN,Player1
313,177,EM; FAA; CEE; MNA; DEE; REP; DEF; KI; BEE; ICE; EL; IN; EEN; GO; OP; KIRN; ST; TUT; JO; WOP; UR; ELT; MICE,225,AGONE; ABA; FADED; EE; DEADED; EEK; HEH; EE; EE; JILL; INN; EEN; FON; GON; NORK; NEDS; TREEN; SUSS; ZIN; GOY; XI; URN,Player2
314,175,JUTE; AR; RAD; LABDA; BE; EA; EE; ED; EF; FEH; MEE; HMM; NEON; POM; OK; OR; MEETS; SO; XI; ANN; KNIT; REE,190,ERN; AAL; NA; DE; ETNA; DEEK; CEE; EGGED; ICE; LI; LINNET; LINN; OON; KIR; SED; NEONS; NU; PST; ADZ; LINNY; ZEA,Player2
315,188,AEON; VAES; DA; AA; EE; CEDED; CIDE; EDGED; EH; EKE; MAE; EEK; LIN; NE; HEN; NEON; DI; PO; ORPIN; ST; NUN; ST; THEED; WEDGED,178,LEAS; AS; DAB; BA; CID; EE; EF; HEED; KI; EGG; ME; MAAS; INN; EL; FON; OO; OON; JOR; SHEN; EFS; RUST; YEGG; OONT,Player1
316,179,BEE; TAO; CADI; DEED; EE; EA; DEI; KEG; ILL; EEN; LANK; EN; OO; EEN; DEIGN; GRR; ENS; CADIS; SON; STUMM; PLANK; WREN; NU,219,ETAGE; ABA; ADD; DEED; EF; HEH; HI; FECK; HILI; MM; KEN; NO; OI; ON; MILL; EAR; REAR; TENS; ST; URN; SONNY; JUS,Player2
317,153,FEN; EA; RAJA; DADS; AE; DEEDS; EE; EE; GIGA; LIKE; EL; NEE; EAN; ON; OM; FAE; NEK; MM; TEA; PI; UT; URN,225,EN; ARMS; BARMS; BAND; EN; ENE; CEE; GEE; AI; HI; NE; HID; CON; NOOK; DORP; HINS; OMS; ST; UR; STRUT; BY; JUT,Player2
318,221,AN; FEZ; ABAC; BAD; EKED; DEEVE; EF; EGG; OE; LI; JEE; EM; CH; JO; NODE; PO; MEES; REKED; JOTS; PST; NU; URN,184,GENE; ANOA; DADA; EEN; ED; EE; EE; AI; CHIK; MM; MEE; ILK; ODE; NOON; ORB; AR; SEEN; POSS; ST; TRUNK; UR,Player1
319,142,ANI; OMAS; BALD; ACE; LED; AE; FEG; CEE; AI; EM; EINE; AN; NA; KEA; NON; RED; OR; NUNS; PRE; ORT; UH,199,KYES; BAO; UTAS; BEAD; DEEDED; FEE; EE; GEE; JIG; KUTAS; NU; ANN; NON; OOH; EL; RE; FEGS; GEES; REEF; NUT; TWP,Player2
320,192,GON; ANA; MACA; EE; BABY; EE; ED; DEE; IDEE; KEF; JELL; ENE; EN; MON; AN; PHON; MAES; SKEG; POS; NET; UTS; NEW; UR; PWN,233,OD; FID; FADDY; EE; CECA; EVE; EGG; DE; KEG; EIK; ILEA; MA; NENE; JO; HOO; RAN; IS; TANA; NEVER; JOT; ST; NUS; XU; LEE,Player2
