Game Number,Player 1 Total Score,Player 1 Moves,Player 2 Total Score,Player 2 Moves,Winner
236,250,REPENT; POA; DOX; CADE; DAE; DEE; GHEE; QI; KAI; GILLIE; MANNAN; NOOK; POOL; GHEES; PSST; URN; NOOKY; KOW; ZE; ANN,328,QUEAN; EXEC; EBB; CEDE; DEEDER; AFF; HIGH; JEFE; GLEI; MMM; QIN; JOKE; HIGHS; MERKS; CEDER; TWO; ZE; ZEN; ST; ART,Player2
237,345,SMOKIE; BOAK; CAD; BACCAE; BOAKED; DEAD; GAFFE; HEH; KIKE; MALM; JINNE; NOON; QIN; POP; STEEP; RUNTS; FY; AX; TWO; OWT,275,VARVES; BACCA; BEDES; DECAD; DECADE; VEE; EGG; JIG; ELL; JEE; JINNEE; NONE; SMOKIER; DECADES; SMALM; UNDEAD; ZO; RAX; NY,Player1
238,321,ENQUIRE; AR; AD; ED; CAA; EAU; GAGA; HAE; EELLIKE; MINAE; JELLO; OMEGA; ROO; JELLOS; ONST; WE; WYNNS; ADZ; URNS; VEE; ZEN,320,IMPEND; EBB; ICED; CEDED; NEEM; EFF; GHEE; JEE; JELL; MEGA; KON; PRE; SKRONK; STEN; VICED; PREX; URN; THAE; ST; ZE; ST,Player1
239,340,OLEATES; BABAS; BEDAD; CAD; EFF; HAHA; GEEK; LEMME; LIKEN; AG; JOE; IRK; AJIVAS; TROPPO; QUAG; STY; NY; ZEL; NED; AN; NAN,295,AJIVA; ACCEDED; BETE; CEE; EGG; LIE; LIKE; LIENEE; DENIM; OON; OPPO; MORN; ERRS; SUS; WE; ZE; SOX; TEGG; WE; TOON; NE,Player1
240,290,COINER; SAN; CAN; CAAED; ABBE; CANE; DEF; DEGAGE; HAJJI; MILLE; MONK; NOOP; HAJJIS; JEELIES; LOR; TURNT; SIZY; SEX; WEM; EAR,282,OWNS; VAGI; ABB; REDDED; ZEE; ABBED; FEEB; HEH; JEELIE; NABBED; DEKKO; IMP; COINERS; STAMP; FET; TUN; NY; REH; NEP,Player1
241,0,,0,,Draw
242,238,AINEE; AJAR; AIDE; DEED; BEEF; GHI; JAGG; FEMALE; LA; KONK; REH; GHIS; TOR; LAT; NURS; EW; VAN; DIV; ZO; NUN,296,EARNED; COBBED; ACE; CEE; FEG; HIE; KLIEG; MNEME; LOOK; POPE; NOR; LOOKS; TSK; TSKS; RUST; OXY; YAW; ZEE; ET; NE,Player2
243,258,MIAOW; JANN; DJIBBA; WHANGED; MIAOWED; JEE; HAE; DEGAGE; BLEAK; KAM; KOKAM; POD; RIM; TRON; NETT; NUN; TUX; LOW; ZED; EEN,320,WHANG; JIBBA; JEED; CEDI; CEE; DENE; EFF; HIE; MILF; ENEMA; LOON; PERRON; DJIBBAS; PODS; CEES; TSK; TRY; HIES; ZEE,Player2
244,213,JAUKED; BANI; CAAED; DEED; BANIA; AGEE; GIE; MIELIE; JA; NOH; NONE; NOR; ELFS; DEEDS; VIM; GIES; ZE; ST,304,TOILED; LACED; BELACED; CEDED; FEG; GHEE; CHEEK; ELF; HMM; KON; POP; JANNS; ST; TURNT; WRY; XU; WOE,Player2
245,278,HAIRDO; ABBA; TEADE; CANE; EEK; AGEE; KIEF; GEMEL; FEHM; JOKE; CEDER; BARNS; GEMELS; ET; TWO; MY; TOW; ZO; ZEN; NUR,360,AKATEA; CEDI; CEDE; JEED; FEG; FEH; KILL; LINEMEN; NONI; POOP; SKILL; HAIRDOS; SNORTS; OW; XU; UVA; VID; ZE; UR; NE,Player2
246,223,KOBOLD; AVAS; DAAL; DEADED; VEE; FAG; GHEE; HEH; GILLIE; INN; JOE; ERN; ER; ART; JUVE; REZ; NU; NUN; UN,317,BENDS; BANC; CEPE; FA; CEE; AGE; GIE; DIKE; MMM; KEENO; MOP; LONER; SORNS; TUTS; OXY; CAVASS; TWP; EW; IT,Player2
247,277,BAFTS; FEAR; FAD; READD; FEARE; AGEE; HAMED; KIEKIE; LIMN; MNA; LOBE; HOON; PE; SHILL; LIMNS; PE; TUN; EW; NY; WET; PEN,343,FEZES; BACCA; BACCATED; MEVED; DEG; GHEE; JEE; HILL; JA; EEK; EEL; NOON; ROC; KIEKIES; SHOON; PET; TURR; NY; EX; ZA; IN,Player2
248,261,WEEK; FAZE; CAB; WENDED; CABA; FAE; GHEE; LEKKED; HM; MM; MON; NOOP; FAZES; JA; ST; URN; ZE; POT; ER; EN; NO,317,CREDS; BAC; BAJADA; BEDE; CEE; EGGED; QI; ELL; INIA; NINE; NONI; POOR; HERS; ESTS; UTU; KY; EEW; TUX; TURN; AN,Player2
249,247,NEELE; TAES; CACA; DEAD; GAGED; JEFE; MIC; LIKING; ENOL; POL; QI; SORN; ONST; TWP; ZEA; DANT; EN,277,LIEUS; BAUBEE; DADDED; FEEB; HEH; GJU; MEME; KEN; KA; POON; ERR; FEEBS; MEMENTOS; OX; OY; ZE,Player2
250,264,JIG; AAH; CADEES; AB; BEE; FEED; JIGJIG; ILK; MM; LEG; NENE; NONE; ROON; SORNS; LESTS; WOP; TUG; TIK; ZE; AT,299,JEHADS; DABBA; CEDED; AAHED; FEE; QI; HE; GLEEK; QIN; MEN; KON; POP; FIR; NONET; NURRS; XU; NY; NOW; ZEN; ZE,Player2
251,294,RIALTO; WAN; LAD; CLADDED; WANE; PEA; CAA; REGGAE; AJEE; HILL; INKING; HILLO; QI; NOR; PEWTERS; HILLOS; RIALTOS; NY; EW; NEW; NEB; NA,327,PEWTER; BA; CLAD; CREDO; PEED; BEDE; EFF; GHEE; DEEK; MMM; EKE; JOLE; AGRO; SORNS; TEFF; SEV; XU; TUT; PEAN; ZE; ZO; IN,Player2
252,302,CHER; CARANNA; ABACA; BEEF; NEEDED; NEIGH; KILL; MIKE; MONO; POI; POOR; ABACAS; NEIGHS; SPOOR; UNCEDED; EW; YUTZ; WE; JEER; TE,334,NICHER; ZAFFAR; CEDED; DEEVE; EGG; AJEE; MEEK; JEE; MOL; QI; ZAFFARS; PE; MOLTS; IDENT; UR; YU; XI; ST; NE; NE,Player2
253,223,WIG; UEY; BOBA; GOADED; CABA; EE; DEAF; GIE; BOBAK; JIG; KILL; LEME; MENE; PUH; PORN; ST; PORNS; POST; UT; EEVN; ST; NON,309,WENNY; CAZH; CAB; DEADED; CEE; DEAF; EDH; JA; JAG; LEI; KEEK; MNEME; MOON; RONNE; QI; KEEKS; NURRS; DAWTS; EX; ZE; ER,Player2
254,309,ARNAS; NOX; DADA; CANE; CEE; EE; AGEE; AFGHAN; HIKE; MMM; INK; MOJO; QI; QINS; TROPPO; TURNT; SWY; WE; ZE; JOT,285,EXULTS; EBB; CAN; ACNED; BEEFED; CANED; AGEE; GIE; LIEF; LIENEE; NOM; OPPO; AFGHANS; MOJOS; ORS; VARNAS; RINK; WET; MEN; NA,Player1
255,275,TANKER; KAB; CAD; BEANED; ECAD; AGEE; DEI; ILIA; SIMNEL; NAN; OF; MOKORO; BEDDERS; MOKOROS; THE; SOV; EEW; WO; NOX; YU; NE,355,PEZANT; ECCE; BEDDER; DESEED; FEG; HEIGH; JEE; JA; DELF; MOKO; HORK; LAMPS; RECCE; QI; HORKS; TURNT; YA; OX; OFT; ZE,Player2
256,322,WIZ; OOFY; BABACO; ADZ; WIZENED; NEEDED; ADZED; GED; JEE; LIEF; KNELL; FOEN; POP; BRR; BABACOS; KAIKS; TERN; TI; TIX; RE; NUT; EN,319,WHEYS; GOOFY; CLUB; ADZE; CAA; DEE; FEG; AHI; KAIK; MMM; JEE; GOON; RELIEF; RELIEFS; KNELLS; ERN; UTE; TWO; ZO; UT; NE; NA,Player1
257,292,MYOPE; JAAP; DADA; BEJADE; VEE; EFFED; AHIGH; CLEEK; ELK; KA; MIMEO; HERN; BEJADES; MIMEOS; NONIS; EEW; ZEX; NUN; NE; NA,315,GLAZY; CACA; EBBED; MEVED; NEBBED; AGEE; HIE; MIME; EINE; NONI; ROOP; MYOPES; ERRORS; POTT; SUQ; EX; WELK; KANT; NET; TO,Player2
258,318,KEMP; PRANA; CANCAN; DEED; EEEW; HEED; HIGH; JEELIE; OLM; POL; RORE; BAWKS; JEELIES; JEELIES; ROW; TUNY; ZE; ZEN; AN,309,BAWK; BEADMAN; CEDE; DEBE; DAFF; AGGIE; JEELIE; INK; KONK; GRR; SONS; THIGH; UNCEDED; KEMPT; AX; ZAX; TEW; JOT; NE,Player1
259,0,,0,,Draw
260,313,PINEAL; BIBE; CAD; DAE; PEA; EFF; HAGG; HAJJI; ILL; MEEKEN; NOON; QI; ACCENDS; PINEALS; QIN; WOT; ZA; OR; ER; REN; IN,292,VANDAL; ACCEND; DECAD; DEEN; DE; GI; EH; EEK; MEM; KNEE; NOPE; PEAGS; SONS; NOTT; TUTU; KY; TUX; ZO; VOR; WE; AR,Player1
261,291,PWNS; CARACT; WAB; DADDED; BEE; EGGED; JET; RELLIE; INN; NINON; QI; SNOOP; NOVUM; MY; ZO; ZA; EX; TEE; TREE; TA,293,CUIFS; CABANA; WEEP; JEED; FEED; GHEE; HELE; HMM; KNEE; MONK; ERROR; SWAB; NOVUMS; KEYS; VOM; ZAS; EWT; REE; TREEN,Player2
262,262,TOYED; ZA; TACAN; CHAWED; YEA; AB; FED; GAGED; HIKE; JELL; LEA; HM; JINK; NON; FEDS; ZAS; EST; WE; EX; TON; EN; EN,376,WEAVE; CHAW; WEAVED; DEVA; NEBBED; DEE; FEEN; GHEE; ILKA; ENGAGED; INK; NOMOI; POMPION; HIKES; FEENS; GRR; TUTU; ZA; REX; ER; REN,Player2
263,304,TZARS; TOMAN; BACCAE; BEDAD; BAA; FEEZE; GHI; KIKE; KEA; FEEN; MOON; JIGJIGS; TOMANS; ERR; TID; STUNT; PYX; ADZ; WEM; EN,337,RONEOED; BACCA; BEDDER; CEE; FEER; GHEE; JIGJIG; CELL; MED; NOLO; QI; MOONS; LESS; EM; TUP; TWP; REM; IN; ON,Player2
264,288,JIBER; BAP; BEDAD; CAA; DEE; DEGAGE; JEE; MELIK; INK; NOOK; PEH; ORS; DEETS; IT; TUN; AX; EW; WE; REEDEN; WET; ZEN; AN,317,JAGIR; BOCCI; FANDED; REEDE; FEG; HEH; LEEK; MEM; EEL; NOON; JIBERS; JAGIRS; NOOKS; UTS; VORS; NY; ADZ; EWER; REW; UN; NUN,Player2
265,262,ANODES; QI; DADA; ZEA; BAE; FEE; HAHA; ILKA; MEMO; ELK; OOM; KO; DJINNS; TORS; ER; URN; XYST; KOW; DEER; TOM; AN; EN,306,VIZIES; ACCEND; EBBED; DEE; FEE; EGG; JA; EAGLE; DJINN; LEONE; OPPO; ACCENDS; ORS; ST; TUP; EW; VUG; TEW; ZEE; ERR; NE,Player2
266,271,SMAZE; ZANANA; DADA; BEDDED; EFF; HEH; BIKE; CLEEK; EEL; JOE; OPE; JA; PRADS; TRAD; EFT; URN; TURN; ANN,324,SCUGS; BAWBEES; CEE; CEE; EGG; DI; GEEK; MIELIE; MON; NOON; PRAD; MIELIES; CLEEKS; ORT; TURNT; MONY; NEW; DOX,Player2
267,293,FOHNS; LANA; CAB; DEAD; CABA; GEN; GENII; JA; VOLK; JEE; KEENO; PER; ORS; EDITS; STRUNT; NY; EX; ZEX; SHAW; WOK,296,GLENTS; BABACO; ADDEEM; DEEVED; FEE; HI; JIG; FLEEK; LEMME; GONK; POP; GONKS; KEENOS; ART; URVA; ZE; FEEN; NET; NED; NU,Player2
268,348,CAMPED; RATA; MAAED; ABBED; PEE; BEEF; DEGAGE; HAJJI; MILL; LINE; NOOK; PROVEDOR; CHEEKS; ORS; ST; RUT; DECOY; TOWT; AX; ZE; NU; ON,286,PROVED; ABB; DECO; RATAFEE; DABBED; DEG; QI; CHEEK; DEME; LINEN; KEF; RE; SCAMPED; SNOOK; TONS; WEE; GUV; ZE; ZEN; IN; NUN,Player1
269,301,WEFT; MANANA; BARCA; TEDDED; FEEB; GHEE; JIG; LIKE; QIN; ENOL; COON; OOR; BARCAS; STEDDED; POORTS; JUS; WED; ST; RYU; RE,274,MZEE; ABAC; BEADED; WEFTE; GEED; QI; HIKE; LEME; QIN; MOD; PIN; HIKER; FEEBS; POOR; KAK; JUST; OX; TUZZ; NAT,Player1
270,336,QUAIR; KANA; DAB; DADA; BEE; FAA; EGG; JIG; JELL; MEEKEN; MOONED; OOP; ROOP; QUAIRS; TROOP; ST; LUNT; WO; MERRY; OWN; IN,267,SICKER; EBBS; SECEDED; KANAE; BEEF; GEE; SHH; JEE; JEELIE; QIN; JELLO; PEN; JEER; MEEKENS; TEGG; KEF; ME; XI; ZEA; ELT; INN,Player1
271,297,TURNT; JAFA; ACCA; TEADE; DEE; BEE; FEEZED; RAYAH; GIGHE; LEEK; MA; MM; ELK; LOOK; PO; OPS; ELKS; WOPS; LEEKS; IN; EN,273,RAY; JIBB; DJIBBA; JADED; ZED; IT; GU; IDEE; GUE; LEI; DENE; NEEM; ENOL; NEON; ROGUE; SORNS; TURRS; SOX; VLEI; WOK; ST,Player1
272,0,,0,,Draw
273,336,BONZES; BAA; PAD; CAAED; CEE; EGGED; QAID; KILLIE; MIMED; MU; NAH; POOR; ZEBECKS; SKILLIES; POORT; DERN; WEN; NY; TWP; NTH; NA,300,JUPES; CURRAN; ZEBEC; DEEDED; JEFF; HEH; ZEBECK; GELEE; JEE; BOK; OOF; ERR; KILLIES; CURRANT; ST; MUN; XU; ZE; TEN; AN,Player1
274,341,ZAMBO; MARAH; DADA; BEDECKED; DEP; DRAFF; GHEE; HAJJI; LEMEL; LENO; QI; POSE; TOST; UVA; NY; MAX; BENET; TE; AN; EN,287,OUPHE; CARB; BEDECK; BENE; CEE; EGG; EIDE; KIEKIE; NEG; NOON; EIDERS; POSER; ERST; OWN; VERST; VERSTS; WE; ZE; EN,Player1
275,269,BUMP; MEAT; ADDED; CEE; ED; EGAD; HID; AJEE; ILK; JELL; JELLO; KON; HIDER; FACADES; TEF; TEGG; JOR; ZE; VAE; INN; DAN,350,SCATHE; FACADE; BEEP; SCATHED; FEM; EGG; FEME; EIK; MILNEB; HIDE; NEON; PONE; ROON; MILNEBS; ST; RUNTS; WRY; NEW; NOX; ZA,Player2
276,312,ZANJAS; TAB; ZOAEA; CEDE; JEE; FEG; TABI; KAIE; MAMIE; MON; PONE; QIN; MAMIES; SKIP; RADDED; TOP; RUT; NYS; AX; WRY; DIN; NOT,341,BETOKEN; ADDED; ECCE; ZOAEAE; FEED; GHEE; HIKE; JELL; ELM; GONOF; QI; QINS; KIP; PONES; GIST; RUT; WE; DEV; VOX; RAX; ZA; NE,Player2
277,228,FORKED; KAE; DADA; EAR; BE; AGEE; GIE; ILIAC; MINKE; GIEN; MON; PEP; HEHS; FEGS; RAGEE; LEER; UR; DEX; ZEL; ST,305,FRERES; CUBEBS; CEDER; ADD; FEG; HEH; GEEK; JELL; MMM; JOE; JO; QI; GEEKS; JOES; NOT; NOTT; WADD; NY; NE,Player2
278,326,VEX; RAJAH; CABA; BEMA; CEE; EX; AGEE; QI; HIKE; MEEK; NON; NOOP; SORNS; STOTTS; YU; AW; HIKER; ZE; NOW,290,ETCH; TANADAR; VEXED; BEMADDED; CEE; EFF; EGG; JEEING; MILLE; LETCH; KONK; PA; SHE; KNURR; ZA; PAN; NE; NO,Player1
279,297,BENDY; SAC; READD; EEW; AB; AGEE; JEFFED; GILA; HIE; DENIM; MONO; NOOP; SABER; QIS; DENIMS; TORR; NUR; EWT; ZE; ZE; UT; IN; ON,360,BESHREW; CADDY; SABE; CEE; EFFED; GIGHE; KEEK; MELL; HM; SACK; JO; QI; LAP; SNOOP; RAGEE; TAE; JOT; AX; NEWT; ZEN; NEF; NO; NE,Player2
280,319,MARTENS; BAAS; DADAS; BADE; MEE; REE; EGG; AIL; GILLIE; NENE; NONI; OPEN; HIKER; PORNOS; STONN; UTU; PETTY; WOK; ZO,277,ELKS; AB; CECA; DERED; DEE; EFF; GHEE; HIKE; MEM; JA; OK; PE; JAB; GILLIES; SUQ; NOX; NY; JAR; WOK,Player1
281,270,GELDS; ANANA; CACA; DEEDED; DEF; GHEE; KHI; MEEK; MIGG; JOKE; JOKER; CACAS; SUR; KIR; NY; ZE; ZEN; VOW,296,JIBED; BANCS; LEE; DAE; FEED; IGG; KILLIE; NEMN; ENNOG; POOP; MORROS; MIGGS; TUT; OX; ZED; DEFT; OW; AW,Player2
282,322,OJIME; MATATA; DADDED; BEE; CEE; FAB; EGER; HILL; INCAGED; TENE; NONI; POOL; RORE; LEMELS; ARTS; JOTUNNS; XU; POOLS; KAW; ROW; ZE; ZE,295,HYDRAE; CUBBY; CAGED; HE; FEET; GHEE; KIKE; LEMEL; MM; KID; JO; HEP; AR; OJIMES; TARTS; VAR; NET; NOD; IN; NAN; ZEN,Player1
283,330,PEWTER; TAVA; ADAW; DEADED; NAFF; HEIGH; JEE; MM; JA; JAK; MEMO; OK; JEER; LILLS; ROJAKS; HEIGHT; NYS; JAK; EN; NO; ZEN,341,PEATMEN; ABB; ACCENDED; BEE; GEED; GIED; LILL; ABBE; EINE; NONI; DIP; ROJAK; RORE; ABBESS; TOOTS; XU; ZEL; NUN; WEN; ZE,Player2
284,264,TEGMEN; ZAG; DADO; CEE; CAA; BADE; FADE; HIE; JAKE; GEMEL; LINEMEN; POP; SORNS; TUT; TWO; QI; QIN; TEF,292,REARM; ECCO; BA; DEB; DEEDER; NEF; GHEE; NEIGH; ELK; LIKIN; KON; JOR; FADES; SORUS; NOX; WYN; NYM,Player2
285,267,SH; BARDASH; BEDDED; PEECE; JEFFED; SIGH; KILLIE; MINK; GIN; ANNO; ERR; REEDER; JUT; XU; WAE; BEET; ZE; AN; NENE,302,SPACES; CASABA; REEDE; BEE; GAGE; KEEF; JELL; MEM; NOOK; POOK; SORN; SUQ; EW; TYE; ZIT; THE; TOT; VAN; NA,Player2
286,325,KENNERS; KAB; DADA; ZEA; BEE; GAFF; HAH; KIKE; LEMEL; JA; ONNED; QI; SLIME; VILER; WELT; TRY; ZA; REW; IN,351,AGENIZE; AGENIZED; ECCE; SEEDBED; BEEF; VEGAN; GAFFE; VILE; LIME; NONMEN; OPPO; SOSS; GROT; MUTT; IVY; TUX; EW; JA,Player2
287,316,STEYS; PAUA; CACAS; DEET; EEW; FABLED; HAEN; JEEL; GIGGLE; MAD; MY; EEK; JOOK; HERN; BAJANS; GLIKES; TURNT; XU; EW; ZE; ZE; NON,296,SOWPS; BAJAN; ABLED; DEEDED; DEF; GHEE; GIG; GLIKE; NIM; JEELIE; DEFO; NOMAD; KOP; QI; ORT; ART; MET; NO; NE; NO; ON,Player1
288,284,FLOOZIE; ZA; DAB; EW; CAA; DAE; FEG; HIE; LAIKA; MEM; ELK; NON; RE; JOOKS; LAIKAS; TEA; ET; RET; ERN; SYN; ZE; NU; NEON,303,LUNGEES; EBB; WO; CEDI; DEEDED; CEE; GHEE; KIF; ELEMI; END; JOOK; POP; REM; CEDIS; FEGS; ST; RET; TRUST; AX; WE; ZEN; EON; NE,Player2
289,268,REFERS; FAAN; DADA; ACCENDED; DEE; EGG; DEI; AJI; ALMEH; EM; KI; ROO; KNEES; QIS; ABBAS; AW; NY; ZAG; UT; TEX; UN; NE; NO,328,UPTAKS; ABB; ACCEND; REMEDE; FEET; HEH; JEE; DILLI; KNEE; ENNOG; POO; ALMEHS; QI; ORT; SUR; WAG; ZE; VAW; EX; TEXT; NE; NE,Player2
290,294,KEMB; KARMA; CANADA; CEDED; BEE; MEG; GIG; DIKE; ELMEN; KNEE; LOO; RONNE; KNEES; QUA; NYS; ZA; SESS; TEF; UT,310,FORB; CABANA; KEMBED; CADEE; FEG; HEH; JIN; JEFE; INCEDED; KNELL; POPE; SORN; TURNT; AX; QUATS; ZE; WIT; WE,Player2
291,278,HAZMAT; MABE; ABAC; ADDED; EFF; GHEE; ABACK; ILK; JINN; JEE; LEONE; RE; COCKETS; QIN; DERV; TRY; ZEE; ERN,335,ZIRAM; COCKET; HEEDED; CEE; FEG; IGG; GILL; EMCEE; NENE; NOON; POEP; QI; STOSS; UTUS; ANY; REX; WAB; WO,Player2
292,299,JAMMER; MAW; CADS; ECADS; EEEW; TAE; FEG; HIE; JA; ILIAL; ANAN; FINO; OPEN; SORNS; FINOS; TUT; KY; VORS; WONT; ZE; ZA,293,HELM; EBBS; MAWN; ACTED; REDDED; DEF; FEG; GIE; KEEKED; ENACTED; MOKI; POON; OR; JAMMERS; NURS; WON; NY; EX; GIEN; RAH,Player1
293,302,DOTTIER; AR; TAD; VERSTE; VAE; DAE; CEE; GAG; AIGA; ILL; MNEME; LEE; OKE; MHO; PI; QIN; PORNS; ST; LAW; TWO; ZEE; ERN,296,VERST; EBB; CAR; CARKED; CEDED; DEF; FEG; HEH; AJI; MEME; JEE; KILL; ABO; PONE; QI; MNEMES; ERRS; UN; JYNX; XU; ZE; UN,Player1
294,314,ENMEW; JAKE; PACA; DEADED; EFF; HEH; CLEEK; MEFF; HAKAM; GONNA; NOOP; SORNS; QINS; RYA; DEX; ENMEWS; POZ,268,PETITE; DABBA; DECIDED; BEE; EGG; JEFE; JILL; HEMIN; KEN; ENNOG; QI; RORES; EW; ZA; URVA; NUR,Player1
295,257,NEOCON; NAP; DADO; AB; DAE; CEE; EFFED; AHIGH; JEFFED; KALI; EKKA; JO; GRR; TE; TIDE; RUT; EX; AWN; UN; NE; NE,339,CRAPIER; EBB; CEDED; EBBED; NAPE; NEE; FEG; QI; JILL; MMM; GENNEL; OPERON; GENNELS; QIS; GUTS; VOWS; SYCEE; ZO; ZE; ST,Player2
296,285,GOOFS; VAR; DADA; CEDED; VARA; BAE; DAE; FEE; GHEE; GEEK; MILKLIKE; ELM; NINON; PORN; TROPPO; ST; EW; TRUSTS; FEZ; SEER; IT,311,SEARCE; DUBBO; CEDE; SEARCED; VARAN; FE; GEE; GHEE; JEE; LIKE; MINI; NEON; OPPO; DUBBOS; GEEST; TRUST; YU; XU; FEEN; ZEE; EAN,Player2
297,258,HEAVER; SAN; DADAH; BRAE; CAA; CEE; GAGE; JIG; JILL; MEEMIE; MEM; NON; KOP; QI; QIN; TORT; ZO; IN; WEEN; NENE,353,VERSTS; BRA; HEAVERS; CECA; BEDDED; EFFS; EIGHT; KEIGHT; CECAL; JEE; RENK; KED; PONE; SORNS; PUTOUT; NYS; OX; EWT; ZO; AW,Player2
298,275,EJIDO; TAJ; CUR; BEAT; ACTA; BEE; FEG; AAH; KHI; LEMEL; MIM; KON; PRORES; LEMELS; ORT; ZE; NOY; LEZ; NAW,334,IRK; ENRAPT; ACT; BEDDED; DEEDED; EF; EGG; AJEE; LEMEL; NINE; ONION; PRORE; PSST; QUOTH; NYS; ZEX; AW; EW,Player2
299,338,HOVER; CAA; BAJADA; HOVERED; AGEE; GHEE; JIN; FLEEK; ELL; MOKE; POPE; HANCES; FLEEKS; MOKES; TUNS; WYN; XI; WYNN; ZE,289,HANCE; BANCO; EDGED; BENDEE; EFF; GANG; DIKE; MIELIE; MNA; NOON; RAGEE; SORN; REP; UTS; EEVN; EWT; TIP; TAB; ZA,Player1
300,293,HONAN; AJWAN; WADD; DEADED; TAE; OF; GHEE; KEEK; LEMME; NEVEL; MOOING; DEP; WADDIES; GHEES; JA; TURR; EX; EW; NY; IN; EN,301,HANTS; COCO; SNEBBED; NEVE; FED; EGGED; WADDIE; LEK; IMINE; MOOI; ROCOCO; OP; VEERS; QI; KEEKS; STRUT; ZED; EWT; ZA; IN,Player2
301,304,OPEPE; KAE; ECAD; PEAGE; PEE; EPEE; HADE; KEF; LEMMA; NENE; JOOK; JIFFS; ERRS; STOT; SUQ; NY; ZUZ; ST; NTH,293,HEAVE; BEACH; HEAVED; ENDED; DEBE; KEGGED; JIFF; GILL; LIMINA; ANON; JAR; SHEAVED; PEAGES; RORT; WENDED; ZOBO; NEW; NOB; IN,Player1
302,260,BOTTS; TAVA; GADDED; CEE; VAE; FEG; HEH; AJI; JELLIES; INK; MI; EIKON; ERN; BEDRUGS; SUR; WE; ZE; XU; PEN; NA; NE,305,BEDRUG; BACCAE; AKED; EEK; FAKED; GET; DI; EIK; LEMEL; MEM; ENNOG; OPPO; SORN; TROPPO; VAES; WYN; MIZ; UT; TOT; ERN,Player2
303,327,CENSES; KANA; DADA; CLERKED; KANAE; DEAF; HEAD; KIEKIE; HMM; HONE; OHONE; BEGO; NONA; SOSS; IT; SUQ; EW; TRY; WE; WENT; ZEL; REN; ST,297,CLERK; BANCS; BEDDER; BEG; FEEB; GHEE; JIGS; ELEMI; EL; JOE; PO; PO; FER; TIK; UNDEAF; UR; AX; ZAX; WEN; EAN; EN; NE,Player1
304,330,SNELL; NAAN; DADAS; ZEDA; ZEE; FEG; HEH; JAKE; JILGIE; MNEME; ION; POO; QI; SORN; POORT; TROUT; YU; OX; OW; THEN; ET,279,LEZZES; CABOCS; ABED; SNELLED; FED; EGG; GIE; KIKE; MINK; MINKE; PED; JAKER; QIS; MNEMES; TREF; HEN; NAY; NA; NAV; EEN,Player1
305,261,CENS; BAMS; SAV; ADDED; AB; FEE; GHEE; HI; MELIC; NENE; JO; POL; CENSER; KLIEGS; TREF; WAE; ZO; JA; IN; NE,319,EUSOL; CARABAO; REDD; CEE; EF; GEE; VEGIE; KLIEG; MELICK; MENG; KON; QI; POOR; STREP; PUTTS; NY; WADDED; XI; ST,Player2
306,313,AIYEE; YABA; BAHADA; DEEDED; BEEF; DEIF; EELLIKE; CHIN; HEBEN; NONG; QI; ERR; SORNS; NOTT; TUT; ZE; EW; WE; ZO; NU,314,PALKI; PUNCH; CEDED; HEBE; EGG; JEEL; GEMMA; CHINK; NOME; FOP; JOR; PALKIS; BAHADAS; JEELS; EX; NOMEN; OR; SAT; ERN; AN,Player2
307,299,JELAB; JAM; JADED; LEA; BEE; CEE; DEGAGE; GAK; KILIM; NINE; ONION; PORNO; PROSS; ST; NOTT; TUX; HEHS; WOP; ZO; ZA; TO,274,MNEME; ECAD; JAMBED; DEB; CEE; JEFF; HEH; GLEED; HEN; KA; IKON; RONION; GLEEDS; QUA; WE; NY; NINER; NUR; RE; NE,Player1
308,287,DOWF; DUP; CACA; DUPED; CEE; AB; GEAN; FIE; EKKA; MIME; LIMO; HOON; NOR; HOONS; ERRS; ST; SUQ; WO; KY; TI; ZE; ST,287,PONDED; FRANC; DABBA; EEEW; DEE; FEED; HEH; JIG; JIGGLE; ELK; FRANCO; PE; JO; LIMOS; SERRS; JOT; VUM; EX; ZA; UR; NO; NA,Draw
309,302,JINX; ADDAX; ACID; JINXED; CAD; JEE; EFF; HAGG; KEEK; MMM; KNOB; JO; ROO; LILLS; STRESS; UNSTRESS; VUG; TEFF; BET,281,PANINI; DABBA; CETE; NEEP; ECAD; ETA; DEG; GHEE; LILL; LEE; NONACID; PREM; KEELER; NONACIDS; STONN; WRY; EEW; ZE,Player1
310,294,KREWE; TZAR; CAB; CEDED; CABA; FAE; GHI; AJEE; HELL; EME; KON; ONO; NOPAL; NOPALS; MNEMES; ST; LUNT; AW; RYE; VEE; AR; REN,303,WATE; KEBAB; ADZED; CEDER; FEED; EGGED; QI; JIGLIKE; GEM; MNEME; ZOO; PAL; KEBABS; FEEDS; NIP; TO; UG; XI; ST; TON; EN,Player2
311,269,ZING; GALAH; MACH; DECADE; CEE; FEG; JEE; MINIM; BE; HELLO; NEP; SLOOP; HEDGER; TREF; KONKS; NY; REV; IN; VIN; NE,365,ZINGARA; NABBER; DEKED; MACHE; FEEB; HEDGE; HELL; JINN; KONK; LOOP; MACHER; RONEOS; ST; SUQ; TWEE; WUZ; REX; TEME; TI,Player2
